run_id,task_id,model_label,condition,correct,misread,abstain,arm,numeric_verdict,extracted_nM,answer_nM,trap_nM,n_tool_calls,n_retries,total_tokens,latency_total,answer_empty,answer_tail
c_u20_CHEMBL1875_CHEMBL3291080.units_off.qwen3-30b-a3b.r0.715a5c5a,c_u20_CHEMBL1875_CHEMBL3291080,qwen3-30b-a3b,units_off,True,False,False,control,correct,453.0,453.0,,3,0,118321,3.573044579476118,False,The IC50 value of the compound CHEMBL3291080 expressed in nanomolar (nM) is **453.0**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3291079.units_on.qwen3-30b-a3b.r0.5ef0a7ec,c_u20_CHEMBL1875_CHEMBL3291079,qwen3-30b-a3b,units_on,True,False,False,control,correct,195.0,195.0,,3,0,118595,6.372714169323444,False,The IC50 value of the compound CHEMBL3291079 expressed in nanomolar (nM) is **195.0 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3291079.units_off.qwen3-30b-a3b.r0.315cec54,c_u20_CHEMBL1875_CHEMBL3291079,qwen3-30b-a3b,units_off,True,False,False,control,correct,195.0,195.0,,3,0,118323,3.6162966769188643,False,The IC50 value of the compound CHEMBL3291079 expressed in nanomolar (nM) is **195.0 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3291084.units_on.qwen3-30b-a3b.r0.90733ef1,c_u20_CHEMBL1875_CHEMBL3291084,qwen3-30b-a3b,units_on,True,False,False,control,correct,49.0,49.0,,3,0,118601,6.744439611211419,False,ue of the compound CHEMBL3291084 expressed in nanomolar (nM) is **49.0 nM**. This value was retrieved from the ChEMBL database using the specified SPARQL query.
c_u20_CHEMBL1875_CHEMBL3291084.units_off.qwen3-30b-a3b.r0.b677cc29,c_u20_CHEMBL1875_CHEMBL3291084,qwen3-30b-a3b,units_off,True,False,False,control,correct,49.0,49.0,,3,0,118322,3.4496713541448116,False,The IC50 value of the compound CHEMBL3291084 expressed in nanomolar (nM) is **49.0 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL1729.units_on.qwen3-30b-a3b.r0.f28ba9d0,c_u20_CHEMBL1875_CHEMBL1729,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.362,0.362,,3,0,118580,6.215412188321352,False,The IC50 value of the compound CHEMBL1729 expressed in nanomolar (nM) is **0.362 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL1729.units_off.qwen3-30b-a3b.r0.a8bef73d,c_u20_CHEMBL1875_CHEMBL1729,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.362,0.362,,3,0,118297,3.540588352829218,False,The IC50 value of the compound CHEMBL1729 expressed in nanomolar (nM) is **0.362 nM**.
c_u20_CHEMBL1875_CHEMBL3946162.units_on.qwen3-30b-a3b.r0.661d398f,c_u20_CHEMBL1875_CHEMBL3946162,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.226,0.226,,3,0,118595,6.456433072686195,False,The IC50 value of the compound CHEMBL3946162 expressed in nanomolar (nM) is **0.226 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3946162.units_off.qwen3-30b-a3b.r0.81917006,c_u20_CHEMBL1875_CHEMBL3946162,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.226,0.226,,3,0,118323,3.623943515121937,False,The IC50 value of the compound CHEMBL3946162 expressed in nanomolar (nM) is **0.226 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3986866.units_on.qwen3-30b-a3b.r0.17905281,c_u20_CHEMBL1875_CHEMBL3986866,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.164,0.164,,3,0,118584,6.982437172904611,False,The IC50 value of the compound CHEMBL3986866 expressed in nanomolar (nM) is **0.164 nM**.
c_u20_CHEMBL1875_CHEMBL3986866.units_off.qwen3-30b-a3b.r0.b270396d,c_u20_CHEMBL1875_CHEMBL3986866,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.164,0.164,,3,0,118323,3.6028306800872087,False,The IC50 value of the compound CHEMBL3986866 expressed in nanomolar (nM) is **0.164 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3967117.units_on.qwen3-30b-a3b.r0.ecd4ba4a,c_u20_CHEMBL1875_CHEMBL3967117,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.039,0.039,,3,0,118602,6.447673229500651,False,e of the compound CHEMBL3967117 expressed in nanomolar (nM) is **0.039 nM**. This value was retrieved from the ChEMBL database using the specified SPARQL query.
c_u20_CHEMBL1875_CHEMBL3967117.units_off.qwen3-30b-a3b.r0.19059cef,c_u20_CHEMBL1875_CHEMBL3967117,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.039,0.039,,3,0,118312,3.516801441088319,False,The IC50 value of the compound CHEMBL3967117 expressed in nanomolar (nM) is **0.039 nM**.
c_u20_CHEMBL1875_CHEMBL3928124.units_on.qwen3-30b-a3b.r0.d1bb50ac,c_u20_CHEMBL1875_CHEMBL3928124,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.229,0.229,,3,0,118584,6.162017911672592,False,The IC50 value of the compound CHEMBL3928124 expressed in nanomolar (nM) is **0.229 nM**.
c_u20_CHEMBL1875_CHEMBL3928124.units_off.qwen3-30b-a3b.r0.4d602b0f,c_u20_CHEMBL1875_CHEMBL3928124,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.229,0.229,,3,0,118323,3.5670390017330647,False,The IC50 value of the compound CHEMBL3928124 expressed in nanomolar (nM) is **0.229 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3926377.units_on.qwen3-30b-a3b.r0.dd05be52,c_u20_CHEMBL1875_CHEMBL3926377,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.103,0.103,,3,0,118584,6.213329378515482,False,The IC50 value of the compound CHEMBL3926377 expressed in nanomolar (nM) is **0.103 nM**.
c_u20_CHEMBL1875_CHEMBL3926377.units_off.qwen3-30b-a3b.r0.3ff08777,c_u20_CHEMBL1875_CHEMBL3926377,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.103,0.103,,3,0,118312,3.5750558227300644,False,The IC50 value of the compound CHEMBL3926377 expressed in nanomolar (nM) is **0.103 nM**.
c_u20_CHEMBL1875_CHEMBL3950712.units_on.qwen3-30b-a3b.r0.ddd1b729,c_u20_CHEMBL1875_CHEMBL3950712,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.067,0.067,,3,0,118584,6.46697492711246,False,The IC50 value of the compound CHEMBL3950712 expressed in nanomolar (nM) is **0.067 nM**.
c_u20_CHEMBL1875_CHEMBL3950712.units_off.qwen3-30b-a3b.r0.a8e9dfd1,c_u20_CHEMBL1875_CHEMBL3950712,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.067,0.067,,3,0,118312,3.5366133488714695,False,The IC50 value of the compound CHEMBL3950712 expressed in nanomolar (nM) is **0.067 nM**.
c_u20_CHEMBL1875_CHEMBL3957180.units_on.qwen3-30b-a3b.r0.e4d0d963,c_u20_CHEMBL1875_CHEMBL3957180,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.182,0.182,,3,0,118584,6.55993620865047,False,The IC50 value of the compound CHEMBL3957180 expressed in nanomolar (nM) is **0.182 nM**.
c_u20_CHEMBL1875_CHEMBL3957180.units_off.qwen3-30b-a3b.r0.0eb83809,c_u20_CHEMBL1875_CHEMBL3957180,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.182,0.182,,3,0,118323,3.6432354357093573,False,The IC50 value of the compound CHEMBL3957180 expressed in nanomolar (nM) is **0.182 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3982522.units_on.qwen3-30b-a3b.r0.d24df38d,c_u20_CHEMBL1875_CHEMBL3982522,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.164,0.267,,3,0,118584,6.251995215192437,False,The IC50 value of the compound CHEMBL3982522 expressed in nanomolar (nM) is **0.164 nM**.
c_u20_CHEMBL1875_CHEMBL3982522.units_off.qwen3-30b-a3b.r0.dee3a5df,c_u20_CHEMBL1875_CHEMBL3982522,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.267,0.267,,3,0,118332,3.4756142627447844,False,The IC50 value of the compound CHEMBL3982522 expressed in nanomolar (nM) is **0.267 nM**.
c_u20_CHEMBL1875_CHEMBL3934371.units_on.qwen3-30b-a3b.r0.d8f7d68f,c_u20_CHEMBL1875_CHEMBL3934371,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.076,0.076,,3,0,118575,6.870577396824956,False,The IC50 value of the compound CHEMBL3934371 is **0.076 nM**.
c_u20_CHEMBL1875_CHEMBL3934371.units_off.qwen3-30b-a3b.r0.1930e9a3,c_u20_CHEMBL1875_CHEMBL3934371,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.076,0.076,,3,0,118323,3.667012507095933,False,The IC50 value of the compound CHEMBL3934371 expressed in nanomolar (nM) is **0.076 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3910849.units_on.qwen3-30b-a3b.r0.6a29886e,c_u20_CHEMBL1875_CHEMBL3910849,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.454,0.454,,3,0,118595,6.369170719757676,False,The IC50 value of the compound CHEMBL3910849 expressed in nanomolar (nM) is **0.454 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3910849.units_off.qwen3-30b-a3b.r0.4803f169,c_u20_CHEMBL1875_CHEMBL3910849,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.454,0.454,,3,0,118323,3.575768519192934,False,The IC50 value of the compound CHEMBL3910849 expressed in nanomolar (nM) is **0.454 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3915236.units_on.qwen3-30b-a3b.r0.b5d91a6c,c_u20_CHEMBL1875_CHEMBL3915236,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.421,0.421,,3,0,118584,10.888295298442245,False,The IC50 value of the compound CHEMBL3915236 expressed in nanomolar (nM) is **0.421 nM**.
c_u20_CHEMBL1875_CHEMBL3915236.units_off.qwen3-30b-a3b.r0.f19aa08e,c_u20_CHEMBL1875_CHEMBL3915236,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.421,0.421,,3,0,118312,3.479824708774686,False,The IC50 value of the compound CHEMBL3915236 expressed in nanomolar (nM) is **0.421 nM**.
c_u20_CHEMBL1875_CHEMBL3890747.units_on.qwen3-30b-a3b.r0.adc045b5,c_u20_CHEMBL1875_CHEMBL3890747,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.134,0.134,,3,0,118595,6.2933944426476955,False,The IC50 value of the compound CHEMBL3890747 expressed in nanomolar (nM) is **0.134 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL3890747.units_off.qwen3-30b-a3b.r0.f4fd4a75,c_u20_CHEMBL1875_CHEMBL3890747,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.134,0.134,,3,0,118330,3.6393776033073664,False,e of the compound CHEMBL3890747 expressed in nanomolar (nM) is **0.134 nM**. This value was retrieved from the ChEMBL database using the specified SPARQL query.
c_u20_CHEMBL1875_CHEMBL3920018.units_on.qwen3-30b-a3b.r0.40fb7dbf,c_u20_CHEMBL1875_CHEMBL3920018,qwen3-30b-a3b,units_on,True,False,False,control,correct,0.375,0.375,,3,0,118584,6.153355658054352,False,The IC50 value of the compound CHEMBL3920018 expressed in nanomolar (nM) is **0.375 nM**.
c_u20_CHEMBL1875_CHEMBL3920018.units_off.qwen3-30b-a3b.r0.effa5296,c_u20_CHEMBL1875_CHEMBL3920018,qwen3-30b-a3b,units_off,True,False,False,control,correct,0.375,0.375,,3,0,118312,3.3954118862748146,False,The IC50 value of the compound CHEMBL3920018 expressed in nanomolar (nM) is **0.375 nM**.
c_u20_CHEMBL1875_CHEMBL4526049.units_on.qwen3-30b-a3b.r0.272e951d,c_u20_CHEMBL1875_CHEMBL4526049,qwen3-30b-a3b,units_on,True,False,False,control,correct,7.5,7.5,,3,0,118582,6.144793821498752,False,The IC50 value of the compound CHEMBL4526049 expressed in nanomolar (nM) is **7.5 nM**.
c_u20_CHEMBL1875_CHEMBL4526049.units_off.qwen3-30b-a3b.r0.cf029efb,c_u20_CHEMBL1875_CHEMBL4526049,qwen3-30b-a3b,units_off,True,False,False,control,correct,7.5,7.5,,3,0,118310,3.4325274024158716,False,The IC50 value of the compound CHEMBL4526049 expressed in nanomolar (nM) is **7.5 nM**.
c_u20_CHEMBL1875_CHEMBL4580044.units_on.qwen3-30b-a3b.r0.81798709,c_u20_CHEMBL1875_CHEMBL4580044,qwen3-30b-a3b,units_on,True,False,False,control,correct,14.5,14.5,,3,0,118583,6.122518153861165,False,The IC50 value of the compound CHEMBL4580044 expressed in nanomolar (nM) is **14.5 nM**.
c_u20_CHEMBL1875_CHEMBL4580044.units_off.qwen3-30b-a3b.r0.822ce38e,c_u20_CHEMBL1875_CHEMBL4580044,qwen3-30b-a3b,units_off,True,False,False,control,correct,14.5,14.5,,3,0,118311,3.5227027405053377,False,The IC50 value of the compound CHEMBL4580044 expressed in nanomolar (nM) is **14.5 nM**.
c_u20_CHEMBL1875_CHEMBL4457426.units_on.qwen3-30b-a3b.r0.60eec28e,c_u20_CHEMBL1875_CHEMBL4457426,qwen3-30b-a3b,units_on,True,False,False,control,correct,101.0,101.0,,3,0,118595,6.322676816955209,False,The IC50 value of the compound CHEMBL4457426 expressed in nanomolar (nM) is **101.0 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL4457426.units_off.qwen3-30b-a3b.r0.8f9791a8,c_u20_CHEMBL1875_CHEMBL4457426,qwen3-30b-a3b,units_off,True,False,False,control,correct,101.0,101.0,,3,0,118312,3.451690264046192,False,The IC50 value of the compound CHEMBL4457426 expressed in nanomolar (nM) is **101.0 nM**.
c_u20_CHEMBL1875_CHEMBL39.units_on.qwen3-30b-a3b.r0.720628dd,c_u20_CHEMBL1875_CHEMBL39,qwen3-30b-a3b,units_on,False,False,False,control,neither,0.002,323.0,,3,0,118559,6.294087020680308,False,The IC50 value of the compound CHEMBL39 expressed in nanomolar (nM) is **0.002 nM**.
c_u20_CHEMBL1875_CHEMBL39.units_off.qwen3-30b-a3b.r0.d6f1d163,c_u20_CHEMBL1875_CHEMBL39,qwen3-30b-a3b,units_off,True,False,False,control,correct,323.0,323.0,,3,0,118287,3.43401663005352,False,The IC50 value of the compound CHEMBL39 expressed in nanomolar (nM) is **323.0 nM**.
c_u20_CHEMBL1875_CHEMBL4451349.units_on.qwen3-30b-a3b.r0.e77b6600,c_u20_CHEMBL1875_CHEMBL4451349,qwen3-30b-a3b,units_on,True,False,False,control,correct,10.0,10.0,,3,0,118629,6.668089849874377,False," value was retrieved from the ChEMBL database using a SPARQL query that filtered for IC50 measurements with units of ""nM"" or ""uM"" against the target CHEMBL1875."
c_u20_CHEMBL1875_CHEMBL4451349.units_off.qwen3-30b-a3b.r0.c95e17a7,c_u20_CHEMBL1875_CHEMBL4451349,qwen3-30b-a3b,units_off,True,False,False,control,correct,10.0,10.0,,3,0,118311,3.5432519130408764,False,The IC50 value of the compound CHEMBL4451349 expressed in nanomolar (nM) is **10.0 nM**.
c_u20_CHEMBL1875_CHEMBL471036.units_on.qwen3-30b-a3b.r0.e0435a63,c_u20_CHEMBL1875_CHEMBL471036,qwen3-30b-a3b,units_on,True,False,False,control,correct,4700.0,4700.0,,3,0,118609,10.160208575427532,False,The IC50 value of the compound CHEMBL471036 expressed in nanomolar (nM) is **4700.0**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL471036.units_off.qwen3-30b-a3b.r0.f26c84ab,c_u20_CHEMBL1875_CHEMBL471036,qwen3-30b-a3b,units_off,True,False,False,control,correct,4700.0,4700.0,,3,0,118319,3.665786035358906,False,The IC50 value of the compound CHEMBL471036 expressed in nanomolar (nM) is **4700.0 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL1275709.units_on.qwen3-30b-a3b.r0.52ce59bd,c_u20_CHEMBL1875_CHEMBL1275709,qwen3-30b-a3b,units_on,True,False,False,control,correct,30000.0,30000.0,,3,0,118597,6.2531032636761665,False,The IC50 value of the compound CHEMBL1275709 expressed in nanomolar (nM) is **30000.0 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL1275709.units_off.qwen3-30b-a3b.r0.999ea732,c_u20_CHEMBL1875_CHEMBL1275709,qwen3-30b-a3b,units_off,True,False,False,control,correct,30000.0,30000.0,,3,0,118314,3.4183480720967054,False,The IC50 value of the compound CHEMBL1275709 expressed in nanomolar (nM) is **30000.0 nM**.
c_u20_CHEMBL1875_CHEMBL1275791.units_on.qwen3-30b-a3b.r0.58a0616b,c_u20_CHEMBL1875_CHEMBL1275791,qwen3-30b-a3b,units_on,True,False,False,control,correct,30000.0,30000.0,,3,0,118586,6.226589972153306,False,The IC50 value of the compound CHEMBL1275791 expressed in nanomolar (nM) is **30000.0 nM**.
c_u20_CHEMBL1875_CHEMBL1275791.units_off.qwen3-30b-a3b.r0.d8dcc26e,c_u20_CHEMBL1875_CHEMBL1275791,qwen3-30b-a3b,units_off,True,False,False,control,correct,30000.0,30000.0,,3,0,118314,3.512105790898204,False,The IC50 value of the compound CHEMBL1275791 expressed in nanomolar (nM) is **30000.0 nM**.
c_u20_CHEMBL1875_CHEMBL120055.units_on.qwen3-30b-a3b.r0.9f919d0b,c_u20_CHEMBL1875_CHEMBL120055,qwen3-30b-a3b,units_on,True,False,False,control,correct,10000.0,10000.0,,3,0,118592,6.26650083065033,False,The IC50 value of the compound CHEMBL120055 expressed in nanomolar (nM) is **10000.0 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL120055.units_off.qwen3-30b-a3b.r0.5d38d1c3,c_u20_CHEMBL1875_CHEMBL120055,qwen3-30b-a3b,units_off,True,False,False,control,correct,10000.0,10000.0,,3,0,118307,3.5765673015266657,False,The IC50 value of the compound CHEMBL120055 expressed in nanomolar (nM) is **10000 nM**.
c_u20_CHEMBL1875_CHEMBL160581.units_on.qwen3-30b-a3b.r0.aca696ce,c_u20_CHEMBL1875_CHEMBL160581,qwen3-30b-a3b,units_on,True,False,False,control,correct,1000.0,1000.0,,3,0,118591,6.3809659499675035,False,The IC50 value of the compound CHEMBL160581 expressed in nanomolar (nM) is **1000.0 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL160581.units_off.qwen3-30b-a3b.r0.b8554bc1,c_u20_CHEMBL1875_CHEMBL160581,qwen3-30b-a3b,units_off,True,False,False,control,correct,1000.0,1000.0,,3,0,118308,3.498736070469022,False,The IC50 value of the compound CHEMBL160581 expressed in nanomolar (nM) is **1000.0 nM**.
c_u20_CHEMBL1875_CHEMBL1785074.units_on.qwen3-30b-a3b.r0.a21df3b5,c_u20_CHEMBL1875_CHEMBL1785074,qwen3-30b-a3b,units_on,True,False,False,control,correct,10000.0,10000.0,,3,0,118597,6.363569723442197,False,The IC50 value of the compound CHEMBL1785074 expressed in nanomolar (nM) is **10000.0 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL1785074.units_off.qwen3-30b-a3b.r0.323d296f,c_u20_CHEMBL1875_CHEMBL1785074,qwen3-30b-a3b,units_off,True,False,False,control,correct,10000.0,10000.0,,3,0,118305,3.4557300209999084,False,The IC50 value of the compound CHEMBL1785074 is **10000.0 nM**.
c_u20_CHEMBL1875_CHEMBL1784916.units_on.qwen3-30b-a3b.r0.dc93f53d,c_u20_CHEMBL1875_CHEMBL1784916,qwen3-30b-a3b,units_on,True,False,False,control,correct,10000.0,10000.0,,3,0,118597,6.470059035345912,False,The IC50 value of the compound CHEMBL1784916 expressed in nanomolar (nM) is **10000.0 nM**. This value was retrieved from the ChEMBL database.
c_u20_CHEMBL1875_CHEMBL1784916.units_off.qwen3-30b-a3b.r0.4d389a7a,c_u20_CHEMBL1875_CHEMBL1784916,qwen3-30b-a3b,units_off,True,False,False,control,correct,10000.0,10000.0,,3,0,118324,3.6562089323997498,False,"The IC50 value of the compound CHEMBL1784916, expressed in nanomolar (nM), is **10000 nM**. This value was retrieved from the ChEMBL database."
t_u20_CHEMBL2095172_CHEMBL2420447.units_on.qwen3-30b-a3b.r0.99127e54,t_u20_CHEMBL2095172_CHEMBL2420447,qwen3-30b-a3b,units_on,False,True,False,treat,trap,30.0,30000.0,30.0,3,0,118109,6.070857552811503,False,The IC50 value of the compound CHEMBL2420447 expressed in nanomolar (nM) is **30.0**.
t_u20_CHEMBL2095172_CHEMBL2420447.units_off.qwen3-30b-a3b.r0.728bc357,t_u20_CHEMBL2095172_CHEMBL2420447,qwen3-30b-a3b,units_off,False,True,False,treat,trap,30.0,30000.0,30.0,3,0,117906,3.4492569006979465,False,The IC50 value of the compound CHEMBL2420447 expressed in nanomolar (nM) is **30.0**.
t_u20_CHEMBL2095172_CHEMBL2420449.units_on.qwen3-30b-a3b.r0.dba99282,t_u20_CHEMBL2095172_CHEMBL2420449,qwen3-30b-a3b,units_on,False,True,False,treat,trap,9.7,9700.0,9.7,3,0,118127,6.209825208410621,False,The IC50 value of the compound CHEMBL2420449 expressed in nanomolar (nM) is **9.7 nM**. This value was retrieved from the ChEMBL database using a SPARQL query.
t_u20_CHEMBL2095172_CHEMBL2420449.units_off.qwen3-30b-a3b.r0.eac932a8,t_u20_CHEMBL2095172_CHEMBL2420449,qwen3-30b-a3b,units_off,False,True,False,treat,trap,9.7,9700.0,9.7,3,0,117907,3.416462380439043,False,The IC50 value of the compound CHEMBL2420449 expressed in nanomolar (nM) is **9.7 nM**.
t_u20_CHEMBL2095172_CHEMBL2420455.units_on.qwen3-30b-a3b.r0.031619b0,t_u20_CHEMBL2095172_CHEMBL2420455,qwen3-30b-a3b,units_on,False,True,False,treat,trap,0.78,780.0,0.78,3,0,118111,6.076771307736635,False,The IC50 value of the compound CHEMBL2420455 expressed in nanomolar (nM) is **0.78 nM**.
t_u20_CHEMBL2095172_CHEMBL2420455.units_off.qwen3-30b-a3b.r0.ad0db86b,t_u20_CHEMBL2095172_CHEMBL2420455,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.78,780.0,0.78,3,0,117908,3.552945466712117,False,The IC50 value of the compound CHEMBL2420455 expressed in nanomolar (nM) is **0.78 nM**.
t_u20_CHEMBL2095172_CHEMBL2420454.units_on.qwen3-30b-a3b.r0.95ee288d,t_u20_CHEMBL2095172_CHEMBL2420454,qwen3-30b-a3b,units_on,False,True,False,treat,trap,0.69,690.0,0.69,3,0,118111,6.189503811299801,False,The IC50 value of the compound CHEMBL2420454 expressed in nanomolar (nM) is **0.69 nM**.
t_u20_CHEMBL2095172_CHEMBL2420454.units_off.qwen3-30b-a3b.r0.9700816b,t_u20_CHEMBL2095172_CHEMBL2420454,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.69,690.0,0.69,3,0,117908,4.3768605552613735,False,The IC50 value of the compound CHEMBL2420454 expressed in nanomolar (nM) is **0.69 nM**.
t_u20_CHEMBL2095172_CHEMBL2420450.units_on.qwen3-30b-a3b.r0.8f0e06de,t_u20_CHEMBL2095172_CHEMBL2420450,qwen3-30b-a3b,units_on,False,True,False,treat,trap,0.21,210.0,0.21,3,0,118111,6.146590158343315,False,The IC50 value of the compound CHEMBL2420450 expressed in nanomolar (nM) is **0.21 nM**.
t_u20_CHEMBL2095172_CHEMBL2420450.units_off.qwen3-30b-a3b.r0.4379c100,t_u20_CHEMBL2095172_CHEMBL2420450,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.21,210.0,0.21,3,0,117908,3.438775023445487,False,The IC50 value of the compound CHEMBL2420450 expressed in nanomolar (nM) is **0.21 nM**.
t_u20_CHEMBL2095172_CHEMBL1091277.units_on.qwen3-30b-a3b.r0.82042a22,t_u20_CHEMBL2095172_CHEMBL1091277,qwen3-30b-a3b,units_on,False,True,False,treat,trap,0.21,210.0,0.21,3,0,118111,8.290426917374134,False,The IC50 value of the compound CHEMBL1091277 expressed in nanomolar (nM) is **0.21 nM**.
t_u20_CHEMBL2095172_CHEMBL1091277.units_off.qwen3-30b-a3b.r0.2c5489af,t_u20_CHEMBL2095172_CHEMBL1091277,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.21,210.0,0.21,3,0,117908,3.551008302718401,False,The IC50 value of the compound CHEMBL1091277 expressed in nanomolar (nM) is **0.21 nM**.
t_u20_CHEMBL2095172_CHEMBL1093534.units_on.qwen3-30b-a3b.r0.395a4b26,t_u20_CHEMBL2095172_CHEMBL1093534,qwen3-30b-a3b,units_on,False,True,False,treat,trap,0.024,24.0,0.024,3,0,118133,6.299018658697605,False,e compound CHEMBL1093534 expressed in nanomolar (nM) is **0.024 nM**. This value was found in the results from the SPARQL query executed on the ChEMBL database.
t_u20_CHEMBL2095172_CHEMBL1093534.units_off.qwen3-30b-a3b.r0.cd0786df,t_u20_CHEMBL2095172_CHEMBL1093534,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.024,24.0,0.024,3,0,117920,3.562853926792741,False,The IC50 value of the compound CHEMBL1093534 expressed in nanomolar (nM) is **0.024 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL2095172_CHEMBL1851667.units_on.qwen3-30b-a3b.r0.156d117b,t_u20_CHEMBL2095172_CHEMBL1851667,qwen3-30b-a3b,units_on,False,True,False,treat,trap,0.011,11.0,0.011,3,0,118122,8.116661449894309,False,The IC50 value of the compound CHEMBL1851667 expressed in nanomolar (nM) is 0.011 nM. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL2095172_CHEMBL1851667.units_off.qwen3-30b-a3b.r0.a1e5872e,t_u20_CHEMBL2095172_CHEMBL1851667,qwen3-30b-a3b,units_off,False,True,False,treat,trap,0.011,11.0,0.011,3,0,117920,5.199316101148725,False,The IC50 value of the compound CHEMBL1851667 expressed in nanomolar (nM) is **0.011 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL2095172_CHEMBL4586737.units_on.qwen3-30b-a3b.r0.92be2ce4,t_u20_CHEMBL2095172_CHEMBL4586737,qwen3-30b-a3b,units_on,False,True,False,treat,trap,4.4,4400.0,4.4,3,0,118110,6.098645707592368,False,The IC50 value of the compound CHEMBL4586737 expressed in nanomolar (nM) is **4.4 nM**.
t_u20_CHEMBL2095172_CHEMBL4586737.units_off.qwen3-30b-a3b.r0.b1388655,t_u20_CHEMBL2095172_CHEMBL4586737,qwen3-30b-a3b,units_off,False,True,False,treat,trap,4.4,4400.0,4.4,3,0,117918,3.6237764563411474,False,The IC50 value of the compound CHEMBL4586737 expressed in nanomolar (nM) is **4.4 nM**. This value was retrieved from the ChEMBL database.
t_u20_CHEMBL2095172_CHEMBL4543048.units_on.qwen3-30b-a3b.r0.e25de329,t_u20_CHEMBL2095172_CHEMBL4543048,qwen3-30b-a3b,units_on,False,True,False,treat,trap,30.0,30000.0,30.0,3,0,118132,6.222400506958365,False,he compound CHEMBL4543048 expressed in nanomolar (nM) is **30.0 nM**. This value was found in the results from the SPARQL query executed on the ChEMBL database.
t_u20_CHEMBL2095172_CHEMBL4543048.units_off.qwen3-30b-a3b.r0.980e757e,t_u20_CHEMBL2095172_CHEMBL4543048,qwen3-30b-a3b,units_off,False,True,False,treat,trap,30.0,30000.0,30.0,3,0,117908,3.393747616559267,False,The IC50 value of the compound CHEMBL4543048 expressed in nanomolar (nM) is **30.0 nM**.
